Cliente,Marca1,Marca2,Marca3,Marca_Inno1,Marca_Inno2
206,0.43814218,0.39609247,0.61634076,0.44135568,0.44135568
210,0.44223306,0.39609247,0.61634076,0.5125988,0.5125988
212,0.43888983,0.39609247,0.7213054,0.5125988,0.5125988
215,0.43888983,0.40531045,0.7213054,0.5125988,0.5125988
216,0.47026688,0.40531045,0.7213054,0.5125988,0.5125988
217,0.47026688,0.3928258,0.7213054,0.5125988,0.5125988
224,0.47026688,0.37686935,0.7213054,0.5125988,0.5125988
230,0.47026688,0.40549815,0.7213054,0.5125988,0.5125988
231,0.47026688,0.40864334,0.7213054,0.5068425,0.5068425
233,0.47026688,0.40554625,0.7213054,0.45925677,0.45925677
235,0.47026688,0.40554625,0.7213054,0.51313525,0.51313525
237,0.47026688,0.40554625,0.7213054,0.51313525,0.51313525
241,0.47026688,0.40554625,0.7213054,0.506868,0.506868
242,0.458279,0.40554625,0.7213054,0.45143953,0.45143953
245,0.4645841,0.40554625,0.7213054,0.51053405,0.51053405
246,0.4645841,0.40554625,0.7213054,0.5085401,0.5085401
248,0.4645841,0.40554625,0.7213054,0.5085401,0.5085401
255,0.4645841,0.40554625,0.7213054,0.5112541,0.5112541
257,0.4645841,0.40554625,0.7213054,0.5112541,0.5112541
258,0.4645841,0.40554625,0.7213054,0.5112541,0.5112541
259,0.4645841,0.40483564,0.7213054,0.5112541,0.5112541
263,0.45261163,0.40483564,0.7213054,0.4523037,0.4523037
265,0.45261163,0.40483564,0.7213054,0.47619227,0.47619227
267,0.45261163,0.41478968,0.7213054,0.5027902,0.5027902
268,0.45092204,0.37812108,0.7213054,0.45235083,0.45235083
269,0.45092204,0.37812108,0.7213054,0.45235083,0.45235083
274,0.4543631,0.37812108,0.7213054,0.5027516,0.5027516
276,0.4543631,0.41043645,0.7213054,0.5027516,0.5027516
277,0.4543631,0.41043645,0.7213054,0.5027516,0.5027516
279,0.4512603,0.41043645,0.7213054,0.45176926,0.45176926
280,0.4512603,0.41043645,0.7213054,0.4911968,0.4911968
281,0.4512603,0.4038698,0.7213054,0.44849834,0.44849834
283,0.4512603,0.4038698,0.7213054,0.44849834,0.44849834
285,0.4512603,0.4038698,0.7213054,0.46700236,0.46700236
287,0.4512603,0.40828025,0.7213054,0.46700236,0.46700236
288,0.4512603,0.40828025,0.7213054,0.46700236,0.46700236
290,0.4512603,0.39769226,0.7213054,0.46700236,0.46700236
300,0.4512603,0.39769226,0.7213054,0.45519394,0.45519394
305,0.4512603,0.40494686,0.7213054,0.5119553,0.5119553
313,0.45591083,0.40494686,0.7213054,0.50642323,0.50642323
315,0.45591083,0.40494686,0.7213054,0.50642323,0.50642323
321,0.45591083,0.40494686,0.7213054,0.50642323,0.50642323
323,0.45348305,0.40494686,0.7213054,0.45288238,0.45288238
324,0.45348305,0.40494686,0.7213054,0.5049268,0.5049268
326,0.45348305,0.40494686,0.7213054,0.5049268,0.5049268
329,0.45087266,0.39728925,0.7213054,0.5049268,0.5049268
331,0.45087266,0.39728925,0.7213054,0.45437407,0.45437407
333,0.45087266,0.39728925,0.7213054,0.45437407,0.45437407
334,0.45980984,0.3996071,0.7213054,0.5086229,0.5086229
336,0.45980984,0.3996071,0.7213054,0.5086229,0.5086229
339,0.46065655,0.42181975,0.6669777,0.505736,0.505736
342,0.46065655,0.42181975,0.6669777,0.505736,0.505736
343,0.46065655,0.42181975,0.6669777,0.505736,0.505736
345,0.45194095,0.42181975,0.6669777,0.46703157,0.46703157
348,0.4596285,0.42181975,0.6669777,0.48297316,0.48297316
351,0.4596285,0.42181975,0.7153376,0.48297316,0.48297316
352,0.4596285,0.42181975,0.7153376,0.45991495,0.45991495
354,0.4596285,0.42181975,0.7153376,0.4998858,0.49254027
355,0.44602036,0.4171725,0.7153376,0.4998858,0.49254027
359,0.44602036,0.4171725,0.7153376,0.46937737,0.46203187
360,0.45799395,0.41878542,0.7153376,0.50499624,0.49765074
365,0.45799395,0.41878542,0.7153376,0.50499624,0.49765074
370,0.44583952,0.41878542,0.7153376,0.44826764,0.44826764
372,0.44583952,0.37599188,0.7153376,0.44826764,0.44826764
374,0.44583952,0.37599188,0.7153376,0.44826764,0.44826764
377,0.44583952,0.37599188,0.7153376,0.44826764,0.44826764
379,0.44583952,0.37599188,0.7153376,0.44826764,0.44826764
381,0.44583952,0.37599188,0.7153376,0.44826764,0.44826764
384,0.44583952,0.37599188,0.7153376,0.510535,0.510535
385,0.44583952,0.37599188,0.7153376,0.510535,0.510535
392,0.4576004,0.39030522,0.7153376,0.510535,0.510535
397,0.4576004,0.39030522,0.7153376,0.510535,0.510535
398,0.4576004,0.3934504,0.7153376,0.5053984,0.5053984
399,0.4576004,0.3934504,0.7153376,0.5053984,0.5053984
405,0.45735618,0.3894487,0.7153376,0.5053984,0.5053984
408,0.451658,0.37387457,0.629424,0.5053984,0.5053984
409,0.451658,0.37387457,0.629424,0.5053984,0.5053984
411,0.4540577,0.37387457,0.629424,0.5053984,0.5053984
412,0.4478191,0.37387457,0.629424,0.5053984,0.5053984
417,0.4478191,0.39384687,0.629424,0.45612204,0.45612204
418,0.4478191,0.39384687,0.629424,0.49906805,0.49906805
419,0.45878428,0.39384687,0.629424,0.49906805,0.49906805
421,0.45878428,0.39384687,0.629424,0.49906805,0.49906805
431,0.45878428,0.39384687,0.6868653,0.49906805,0.49906805
435,0.45108703,0.389246,0.6868653,0.46494797,0.46494797
438,0.45108703,0.389246,0.6868653,0.46494797,0.46494797
439,0.4562386,0.389246,0.6868653,0.49670783,0.49670783
443,0.45599437,0.389246,0.6868653,0.49670783,0.49670783
444,0.44881138,0.37642723,0.66910684,0.49670783,0.49670783
446,0.44881138,0.37642723,0.66910684,0.45644403,0.45644403
447,0.44881138,0.37642723,0.66910684,0.45644403,0.45644403
464,0.46233666,0.39801502,0.6932644,0.492637,0.4968229
465,0.46233666,0.39801502,0.6932644,0.492637,0.4968229
468,0.4625809,0.39801502,0.6932644,0.492637,0.4968229
471,0.46233666,0.38752794,0.6932644,0.47435424,0.47854012
472,0.46233666,0.39115757,0.6932644,0.49772394,0.5019098
473,0.46233666,0.36916506,0.6183454,0.49772394,0.5019098
475,0.4625809,0.36916506,0.6183454,0.49772394,0.5019098
480,0.45606455,0.36916506,0.6169411,0.46628937,0.47047526
483,0.45606455,0.36916506,0.6169411,0.46628937,0.47047526
487,0.4584642,0.36916506,0.6169411,0.49339882,0.4975847
488,0.4584642,0.3835525,0.6169411,0.49339882,0.4975847
489,0.4584642,0.3729209,0.6169411,0.49339882,0.4975847
490,0.4584642,0.3729209,0.6169411,0.47131625,0.47550213
492,0.44668686,0.3729209,0.6169411,0.47131625,0.47550213
493,0.44668686,0.3729209,0.6169411,0.47131625,0.47550213
495,0.44668686,0.3729209,0.6169411,0.47131625,0.47550213
499,0.44668686,0.3729209,0.6891625,0.49642986,0.5006157
501,0.44668686,0.3950252,0.6891625,0.49642986,0.5006157
504,0.44668686,0.3950252,0.6891625,0.45178396,0.45178396
507,0.44668686,0.3950252,0.6891625,0.5123309,0.5123309
508,0.44668686,0.3950252,0.6891625,0.48001057,0.48001057
509,0.44668686,0.3950252,0.6891625,0.51329285,0.51329285
515,0.44668686,0.40240818,0.65181494,0.51329285,0.51329285
516,0.44924253,0.40240818,0.65181494,0.51329285,0.51329285
519,0.44594288,0.39652961,0.6916014,0.51329285,0.51329285
521,0.44594288,0.39652961,0.6916014,0.51329285,0.51329285
526,0.46259215,0.40113047,0.6916014,0.51102567,0.51102567
530,0.46189556,0.39652961,0.6916014,0.5141029,0.5141029
531,0.43728405,0.37312108,0.58779347,0.508021,0.508021
532,0.43728405,0.37922788,0.58779347,0.508021,0.508021
533,0.43728405,0.37363297,0.58779347,0.508021,0.508021
537,0.43728405,0.38775095,0.58779347,0.508021,0.508021
538,0.43728405,0.38775095,0.58779347,0.508021,0.508021
539,0.43728405,0.38775095,0.58779347,0.508021,0.508021
545,0.43728405,0.36927778,0.58779347,0.508021,0.508021
549,0.43728405,0.36927778,0.58779347,0.508021,0.508021
554,0.43728405,0.36927778,0.58779347,0.508021,0.508021
556,0.43728405,0.36927778,0.58779347,0.508021,0.508021
558,0.43728405,0.36927778,0.58779347,0.508021,0.508021
559,0.43728405,0.36927778,0.58779347,0.508021,0.508021
562,0.44131234,0.40824854,0.58779347,0.508021,0.508021
563,0.44131234,0.40824854,0.58779347,0.508021,0.508021
565,0.44131234,0.40020177,0.58779347,0.47333404,0.47333404
566,0.44131234,0.40020177,0.58779347,0.45838207,0.45838207
567,0.44131234,0.40020177,0.5888106,0.45838207,0.45838207
568,0.44131234,0.40900707,0.5888106,0.45838207,0.45838207
570,0.44131234,0.40900707,0.5888106,0.506858,0.50794536
571,0.44131234,0.40900707,0.5888106,0.506858,0.50794536
574,0.43818992,0.40900707,0.5888106,0.43658453,0.45568913
579,0.43818992,0.40900707,0.58739966,0.5079826,0.50787723
580,0.43818992,0.40900707,0.58739966,0.5079826,0.50787723
581,0.43818992,0.3664115,0.58739966,0.5079826,0.50787723
582,0.43818992,0.3664115,0.58739966,0.5079826,0.50787723
590,0.43818992,0.3664115,0.58739966,0.51184946,0.51174414
591,0.43818992,0.3664115,0.58739966,0.51184946,0.51174414
593,0.43818992,0.3664115,0.58739966,0.51184946,0.51174414
596,0.43818992,0.3664115,0.58739966,0.48001057,0.4880526
597,0.43818992,0.3664115,0.58739966,0.48001057,0.4880526
598,0.43818992,0.3664115,0.58739966,0.48001057,0.4880526
599,0.43818992,0.3664115,0.58739966,0.48001057,0.4880526
600,0.43818992,0.3664115,0.58739966,0.48001057,0.4880526
601,0.43818992,0.3664115,0.58739966,0.4994959,0.5075379
605,0.45415825,0.37915096,0.58739966,0.4994959,0.5075379
614,0.4415321,0.36801603,0.58739966,0.4994959,0.5075379
623,0.4415321,0.36801603,0.5696067,0.5076433,0.5075379
627,0.4415321,0.36801603,0.5696067,0.5076433,0.5075379
628,0.4415321,0.36801603,0.5696067,0.5076433,0.5075379
633,0.4415321,0.38570908,0.5696067,0.5076433,0.5075379
636,0.4415321,0.38570908,0.5696067,0.5076433,0.5075379
637,0.4415321,0.38570908,0.5696067,0.5076433,0.5075379
642,0.4415321,0.38110822,0.65188235,0.51447254,0.51436716
647,0.4415321,0.36886758,0.65188235,0.47099417,0.48133308
648,0.4415321,0.36886758,0.6133235,0.47099417,0.48133308
649,0.4415321,0.36886758,0.6133235,0.47099417,0.48133308
650,0.4415321,0.36886758,0.6133235,0.47099417,0.48133308
652,0.4415321,0.36886758,0.6133235,0.5058178,0.50744617
653,0.4415321,0.36886758,0.6133235,0.5058178,0.50744617
654,0.4415321,0.3872464,0.6133235,0.5058178,0.50744617
655,0.4415321,0.3872464,0.6133235,0.45707083,0.45707083
656,0.4415321,0.3872464,0.6133235,0.45707083,0.45707083
657,0.4415321,0.3872464,0.6133235,0.45707083,0.45707083
659,0.4415321,0.3667416,0.6133235,0.51504934,0.51504934
661,0.4415321,0.3667416,0.6133235,0.51504934,0.51504934
662,0.4415321,0.3667416,0.6133235,0.51504934,0.51504934
663,0.4415321,0.3667416,0.6133235,0.51504934,0.51504934
665,0.4415321,0.3667416,0.6133235,0.44907552,0.44907552
670,0.4415321,0.3667416,0.6133235,0.44907552,0.44907552
676,0.4415321,0.3667416,0.65261745,0.51616013,0.51616013
677,0.4415321,0.3667416,0.65261745,0.51616013,0.51616013
681,0.4415321,0.3667416,0.6348591,0.51616013,0.51616013
683,0.4415321,0.3667416,0.65261745,0.51616013,0.51616013
684,0.4415321,0.3667416,0.61958027,0.51616013,0.51616013
685,0.4415321,0.3667416,0.61958027,0.51616013,0.51616013
686,0.4415321,0.3667416,0.61958027,0.51616013,0.51616013
692,0.4415321,0.3667416,0.61958027,0.4344479,0.4344479
694,0.4415321,0.3667416,0.61958027,0.4344479,0.4344479
695,0.4415321,0.3667416,0.61958027,0.4344479,0.4344479
696,0.4415321,0.3667416,0.61958027,0.4344479,0.4344479
698,0.4415321,0.3667416,0.61958027,0.4344479,0.4344479
704,0.4415321,0.3667416,0.61958027,0.4344479,0.4344479
705,0.4415321,0.3667416,0.61958027,0.4344479,0.4344479
713,0.4415321,0.3667416,0.61958027,0.4344479,0.4344479
714,0.4415321,0.3667416,0.61958027,0.4344479,0.4344479
716,0.4415321,0.3667416,0.61958027,0.4344479,0.4344479
717,0.4415321,0.3667416,0.61958027,0.4344479,0.4344479
721,0.4415321,0.3667416,0.61958027,0.4344479,0.4344479
722,0.4415321,0.3667416,0.61958027,0.4344479,0.4344479
727,0.4415321,0.3667416,0.65375996,0.4344479,0.4344479
736,0.4415321,0.39954576,0.65375996,0.5007496,0.5007496
737,0.4415321,0.39954576,0.65375996,0.4381308,0.4381308
738,0.4415321,0.39954576,0.65375996,0.4381308,0.4381308
739,0.4415321,0.39954576,0.59430945,0.4381308,0.4381308
741,0.4415321,0.39954576,0.59430945,0.42554805,0.42554805
744,0.4415321,0.39954576,0.59430945,0.4400769,0.4400769
745,0.4415321,0.39954576,0.59430945,0.5026591,0.5026591
759,0.4415321,0.41045597,0.59315264,0.44835266,0.44835266
760,0.4415321,0.41045597,0.59315264,0.44835266,0.44835266
761,0.44234928,0.41045597,0.59315264,0.44835266,0.44835266
762,0.44234928,0.41045597,0.59315264,0.5000027,0.5000027
766,0.44234928,0.41045597,0.59315264,0.5000027,0.5000027
771,0.44234928,0.41045597,0.59315264,0.44837952,0.44837952
775,0.44234928,0.41045597,0.59315264,0.44837952,0.44837952
776,0.44234928,0.41045597,0.59315264,0.49490938,0.5006855
787,0.44234928,0.41045597,0.60117185,0.49490938,0.5006855
791,0.44234928,0.37387878,0.60117185,0.47686523,0.5006855
793,0.44234928,0.37387878,0.60117185,0.47686523,0.5006855
794,0.44234928,0.37387878,0.60117185,0.47686523,0.5006855
802,0.44234928,0.37387878,0.6683901,0.47686523,0.5006855
803,0.44234928,0.37387878,0.6683901,0.47686523,0.5006855
808,0.44234928,0.37387878,0.6683901,0.47686523,0.5006855
809,0.44234928,0.37387878,0.6683901,0.47686523,0.5006855
812,0.44234928,0.37387878,0.6683901,0.4465357,0.4465357
815,0.44234928,0.37387878,0.6683901,0.4465357,0.4465357
817,0.44234928,0.37387878,0.6683901,0.4465357,0.4465357
833,0.44234928,0.37387878,0.6683901,0.46644506,0.46644506
839,0.44234928,0.37387878,0.661028,0.46644506,0.46644506
844,0.44234928,0.37387878,0.661028,0.46644506,0.46644506
849,0.44234928,0.37387878,0.661028,0.46644506,0.46644506
862,0.44234928,0.37387878,0.661028,0.45961943,0.45961943
863,0.44234928,0.37387878,0.661028,0.45961943,0.45961943
866,0.44234928,0.37387878,0.661028,0.45961943,0.45961943
869,0.44234928,0.37387878,0.661028,0.45294684,0.45294684
871,0.44234928,0.37387878,0.661028,0.45294684,0.45294684
872,0.44234928,0.37387878,0.661028,0.45294684,0.45294684
877,0.44234928,0.37387878,0.661028,0.49414754,0.49414754
879,0.44234928,0.37387878,0.661028,0.49414754,0.49414754
882,0.44234928,0.37387878,0.6702192,0.49414754,0.49414754
886,0.44234928,0.37387878,0.6702192,0.47952554,0.47952554
887,0.44234928,0.37387878,0.6702192,0.47952554,0.47952554
890,0.44234928,0.37387878,0.6702192,0.47952554,0.47952554
891,0.44234928,0.38723028,0.6702192,0.47952554,0.47952554
894,0.44234928,0.38723028,0.6702192,0.49037036,0.49037036
898,0.44234928,0.38340002,0.6702192,0.4816841,0.4816841
900,0.44234928,0.38340002,0.6702192,0.48788327,0.48788327
904,0.44234928,0.37822422,0.6702192,0.48788327,0.48788327
908,0.44234928,0.37822422,0.6702192,0.48788327,0.48788327
909,0.44234928,0.37822422,0.6702192,0.4665453,0.4665453
914,0.44234928,0.37822422,0.6702192,0.4665453,0.4665453
917,0.44234928,0.37822422,0.6702192,0.4665453,0.4665453
918,0.44234928,0.37822422,0.6702192,0.4665453,0.4665453
921,0.44234928,0.37822422,0.6702192,0.48808306,0.48808306
922,0.44234928,0.37822422,0.6702192,0.48808306,0.48808306
924,0.44234928,0.37822422,0.6702192,0.48808306,0.48808306
932,0.44481105,0.3942805,0.6702192,0.48808306,0.48808306
938,0.44481105,0.3942805,0.60297257,0.48808306,0.48808306
943,0.439365,0.36599815,0.60297257,0.48808306,0.48808306
944,0.439365,0.36599815,0.60297257,0.46066824,0.46066824
945,0.439365,0.36599815,0.60297257,0.46066824,0.46066824
948,0.439365,0.36599815,0.60297257,0.46066824,0.46066824
949,0.439365,0.36599815,0.60297257,0.46066824,0.46066824
950,0.439365,0.36599815,0.60297257,0.46066824,0.46066824
951,0.439365,0.36599815,0.60297257,0.46066824,0.46066824
955,0.439365,0.36599815,0.60297257,0.46066824,0.46066824
958,0.439365,0.36599815,0.60297257,0.47099847,0.47099847
959,0.439365,0.36599815,0.60297257,0.47099847,0.47099847
960,0.44689167,0.36599815,0.60297257,0.47099847,0.47099847
961,0.44689167,0.38354328,0.60297257,0.47099847,0.47099847
962,0.44689167,0.37227023,0.60297257,0.47099847,0.47099847
966,0.44449198,0.37227023,0.60297257,0.46590447,0.46670142
968,0.44449198,0.37227023,0.6065044,0.46590447,0.46670142
969,0.44449198,0.37227023,0.6065044,0.46590447,0.46670142
973,0.44689167,0.37227023,0.6065044,0.46590447,0.47099847
975,0.44085252,0.37227023,0.6065044,0.46590447,0.46761757
976,0.44085252,0.37227023,0.6065044,0.46590447,0.46761757
981,0.44085252,0.37227023,0.5982836,0.46590447,0.46761757
983,0.44085252,0.37227023,0.5982836,0.46590447,0.46761757
985,0.44085252,0.37227023,0.5982836,0.46590447,0.46761757
989,0.44085252,0.37227023,0.60726655,0.46590447,0.46761757
992,0.44085252,0.37227023,0.60726655,0.46590447,0.46761757
994,0.44085252,0.37227023,0.6021877,0.48785785,0.48785785
995,0.45039484,0.37227023,0.6021877,0.48785785,0.48785785
996,0.45039484,0.37786096,0.6021877,0.48785785,0.48785785
998,0.43737265,0.37786096,0.6587128,0.48785785,0.48785785
999,0.43737265,0.37175417,0.6587128,0.48785785,0.48785785
1001,0.43737265,0.37175417,0.6359759,0.48785785,0.48785785
1006,0.43737265,0.37175417,0.6359759,0.47952777,0.47952777
1010,0.43737265,0.39567167,0.68377423,0.47952777,0.47952777
1018,0.43737265,0.39567167,0.68377423,0.48819697,0.48819697
1019,0.43737265,0.39567167,0.68377423,0.48819697,0.48819697
1020,0.43737265,0.39567167,0.68377423,0.47264996,0.47264996
1023,0.43737265,0.40456504,0.68377423,0.4890367,0.4890367
1033,0.46427312,0.40456504,0.68377423,0.4890367,0.4890367
1034,0.46427312,0.40456504,0.68377423,0.4890367,0.4890367
1035,0.46243382,0.38980186,0.68377423,0.4890367,0.4890367
1036,0.46243382,0.38980186,0.68377423,0.4890367,0.4890367
1037,0.46243382,0.38980186,0.68377423,0.4890367,0.4890367
1038,0.46243382,0.38070846,0.68377423,0.4890367,0.4890367
1040,0.46243382,0.38320303,0.68377423,0.4890367,0.4890367
1041,0.46243382,0.38320303,0.68377423,0.4890367,0.4890367
1047,0.46416578,0.37066478,0.6000379,0.4890367,0.4890367
1049,0.46416578,0.37066478,0.6000379,0.4890367,0.4890367
1052,0.46416578,0.3957565,0.6000379,0.4890367,0.4890367
1053,0.46416578,0.3957565,0.6000379,0.4890367,0.4890367
1060,0.43089297,0.3549377,0.57591295,0.47286728,0.47286728
1064,0.43089297,0.3549377,0.57591295,0.47286728,0.47286728
1066,0.43089297,0.3549377,0.57591295,0.47286728,0.47286728
1070,0.43089297,0.3549377,0.6018476,0.47286728,0.47286728
1074,0.43089297,0.3549377,0.6018476,0.49140444,0.49140444
1076,0.43868175,0.36359584,0.6018476,0.49140444,0.49140444
1077,0.43868175,0.36359584,0.6018476,0.49140444,0.49140444
1084,0.43868175,0.3810645,0.6807819,0.49140444,0.49140444
1091,0.4505772,0.37836814,0.6807819,0.49140444,0.49140444
1093,0.4505772,0.39096648,0.6807819,0.49140444,0.49140444
1096,0.44448462,0.39096648,0.6807819,0.49032676,0.4814284
1099,0.44448462,0.39096648,0.6807819,0.49032676,0.4814284
1103,0.4466029,0.39096648,0.6807819,0.49032676,0.4814284
1112,0.44319624,0.39096648,0.6703256,0.48558176,0.47315457
1115,0.44319624,0.39096648,0.6799543,0.4927624,0.49151313
1117,0.44319624,0.39096648,0.6799543,0.46594244,0.46594244
1119,0.44319624,0.39096648,0.6799543,0.46594244,0.46594244
1120,0.44319624,0.39096648,0.6799543,0.47100058,0.47100058
1122,0.44319624,0.40582466,0.6799543,0.47100058,0.47100058
1123,0.44800752,0.40582466,0.6799543,0.47100058,0.47100058
1128,0.44800752,0.40582466,0.6799543,0.46427214,0.46427214
1131,0.4510985,0.40582466,0.6799543,0.5013692,0.5013692
1133,0.4510985,0.40060645,0.6799543,0.5013692,0.5013692
1134,0.4510985,0.40060645,0.6799543,0.5013692,0.5013692
1143,0.4510985,0.39637738,0.65083396,0.5013692,0.5013692
1144,0.4473071,0.39637738,0.65083396,0.44083017,0.44083017
1147,0.4473071,0.39637738,0.6720184,0.4893914,0.4893914
1148,0.4473071,0.39251575,0.66396785,0.46415824,0.46415824
1151,0.4473071,0.39251575,0.66396785,0.46415824,0.46415824
1158,0.4473071,0.40452754,0.66396785,0.46415824,0.46415824
1171,0.4473071,0.37168825,0.66396785,0.46415824,0.46415824
1172,0.4473071,0.37168825,0.66396785,0.46415824,0.46415824
1176,0.4473071,0.37168825,0.66396785,0.46415824,0.46415824
1180,0.4473071,0.37168825,0.66396785,0.46415824,0.46415824
1182,0.4473071,0.37394494,0.66396785,0.46415824,0.46415824
1184,0.4473071,0.3997745,0.66396785,0.46415824,0.46415824
1185,0.4473071,0.3997745,0.66396785,0.46415824,0.46415824
1187,0.4473071,0.3997745,0.66396785,0.46810916,0.46810916
1193,0.4457344,0.38409242,0.6737839,0.4561853,0.4561853
1194,0.4457344,0.38409242,0.6737839,0.4561853,0.4561853
1199,0.4457344,0.38409242,0.6737839,0.47826895,0.47826895
1201,0.4457344,0.38409242,0.6737839,0.47826895,0.47826895
1210,0.4457344,0.38409242,0.6737839,0.47826895,0.47826895
1211,0.4457344,0.38409242,0.6737839,0.47826895,0.47826895
1212,0.4457344,0.38409242,0.6737839,0.47826895,0.47826895
1217,0.459685,0.39401427,0.6646564,0.46931946,0.46931946
1218,0.459685,0.39401427,0.6720184,0.46931946,0.46931946
1219,0.459685,0.39401427,0.6720184,0.46931946,0.46931946
1223,0.459685,0.39401427,0.6720184,0.46931946,0.46931946
1224,0.459685,0.39401427,0.6720184,0.46931946,0.46931946
1233,0.459685,0.39401427,0.6446749,0.46931946,0.46931946
1238,0.459685,0.39401427,0.66389287,0.46931946,0.46931946
1241,0.46086287,0.40272918,0.66389287,0.46931946,0.46931946
1243,0.46086287,0.40272918,0.66389287,0.46931946,0.46931946
1251,0.46086287,0.40272918,0.65598476,0.46931946,0.46931946
1252,0.46086287,0.40272918,0.65598476,0.47660974,0.47660974
1254,0.46086287,0.40272918,0.65598476,0.47660974,0.47660974
1258,0.43767837,0.39079154,0.65598476,0.47361183,0.47361183
1259,0.43767837,0.39079154,0.65598476,0.44891775,0.44891775
1262,0.43767837,0.3834571,0.65598476,0.44891775,0.44891775
1263,0.43767837,0.3834571,0.65598476,0.44891775,0.44891775
1264,0.43767837,0.3834571,0.65598476,0.44891775,0.44891775
1269,0.43767837,0.3834571,0.65598476,0.44891775,0.44891775
1273,0.43767837,0.3834571,0.65598476,0.44891775,0.44891775
1279,0.43767837,0.3834571,0.65598476,0.44891775,0.44891775
1281,0.43767837,0.3834571,0.65598476,0.44891775,0.44891775
